날짜,년,월,일,시간,구이름,잔설처리량,비고
2011-01-13,2011,1,13,1510,남부사업소,0.0,
2011-01-13,2011,1,13,1510,송파구,0.0,
2011-01-13,2011,1,13,1510,영등포구,0.0,
2011-01-13,2011,1,13,1510,금천구,0.0,
2011-01-13,2011,1,13,1510,강서구,0.0,
2011-01-13,2011,1,13,1510,동부사업소,0.0,
2011-01-13,2011,1,13,2100,중랑구,0.0,
2011-01-13,2011,1,13,2100,구로구,0.0,
2011-01-13,2011,1,13,2100,광진구,0.0,
2011-01-13,2011,1,13,2100,강동구,0.0,
2011-01-13,2011,1,13,2100,성동구,0.0,
2011-01-13,2011,1,13,2100,관악구,0.0,
2011-01-13,2011,1,13,2100,노원구,0.0,
2011-01-13,2011,1,13,2100,영등포구,0.0,
2011-01-13,2011,1,13,2100,서초구,0.0,
2011-01-13,2011,1,13,2100,성동사업소,0.0,
2011-01-13,2011,1,13,2100,북부사업소,0.0,
2011-01-14,2011,1,14,700,성북구,0.0,
2011-01-14,2011,1,14,700,성동구,0.0,
2011-01-14,2011,1,14,700,중랑구,0.0,
2011-01-14,2011,1,14,700,종로구,0.0,
2011-01-14,2011,1,14,700,강북구,0.0,
2011-01-14,2011,1,14,700,중구,0.0,
2011-01-14,2011,1,14,700,노원구,0.0,
2011-01-14,2011,1,14,700,구로구,0.0,
2011-01-14,2011,1,14,700,서초구,0.0,
2011-01-22,2011,1,22,600,금천구,0.0,
2011-01-22,2011,1,22,600,서부사업소,0.0,
2011-01-22,2011,1,22,600,구로구,0.0,
2011-01-22,2011,1,22,600,동부사업소,0.0,
2011-01-22,2011,1,22,600,동작구,0.0,
2011-01-22,2011,1,22,600,양천구,0.0,
2011-01-22,2011,1,22,600,성북구,0.0,
2011-01-22,2011,1,22,600,동대문구,0.0,
2011-01-22,2011,1,22,600,서대문구,0.0,
2011-01-22,2011,1,22,600,마포구,0.0,
2011-01-22,2011,1,22,900,남부사업소,0.0,
2011-01-22,2011,1,22,900,광진구,0.0,
2011-01-22,2011,1,22,900,강서사업소,0.0,
2011-01-22,2011,1,22,900,성북구,0.0,
2011-01-22,2011,1,22,900,도봉구,0.0,
2011-01-22,2011,1,22,900,중구,0.0,
2011-01-22,2011,1,22,900,성동사업소,0.0,
2011-01-22,2011,1,22,900,성동구,0.0,
2011-01-22,2011,1,22,900,종로구,0.0,
2011-01-22,2011,1,22,900,동부사업소,0.0,
2011-01-22,2011,1,22,900,강북구,0.0,
2011-01-22,2011,1,22,900,노원구,0.0,
2011-01-22,2011,1,22,900,은평구,0.0,
2011-01-22,2011,1,22,900,양천구,0.0,
2011-01-22,2011,1,22,900,관악구,0.0,
2011-01-22,2011,1,22,900,동작구,0.0,
2011-01-22,2011,1,22,900,영등포구,0.0,
2011-01-22,2011,1,22,900,용산구,0.0,
2011-01-23,2011,1,23,10,광진구,0.0,
2011-01-23,2011,1,23,10,동작구,0.0,
2011-01-23,2011,1,23,10,강서사업소,0.0,
2011-01-23,2011,1,23,10,서부사업소,0.0,
2011-01-23,2011,1,23,10,용산구,0.0,
2011-01-23,2011,1,23,10,영등포구,0.0,
2011-01-23,2011,1,23,10,서울시설공단,0.0,
2011-01-23,2011,1,23,10,동부사업소,0.0,
2011-01-23,2011,1,23,10,강동구,0.0,
2011-01-23,2011,1,23,10,서초구,0.0,
2011-01-23,2011,1,23,900,북부사업소,0.0,
2011-01-23,2011,1,23,900,광진구,0.0,
2011-01-23,2011,1,23,900,중구,0.0,
2011-01-23,2011,1,23,900,남부사업소,0.0,
2011-01-23,2011,1,23,900,성동사업소,0.0,
2011-01-23,2011,1,23,900,도봉구,0.0,
2011-01-23,2011,1,23,900,동부사업소,0.0,
2011-01-23,2011,1,23,900,서부사업소,0.0,
2011-01-23,2011,1,23,900,금천구,0.0,
2011-01-23,2011,1,23,900,노원구,0.0,
2011-01-23,2011,1,23,900,송파구,0.0,
2011-01-23,2011,1,23,900,서초구,0.0,
2011-01-23,2011,1,23,900,종로구,0.0,
2011-01-23,2011,1,23,900,관악구,0.0,
2011-01-23,2011,1,23,900,동작구,0.0,
2011-01-23,2011,1,23,1130,성동사업소,0.0,
2011-01-23,2011,1,23,1130,구로구,0.0,
2011-01-23,2011,1,23,1130,동부사업소,0.0,
2011-01-23,2011,1,23,1130,용산구,0.0,
2011-01-23,2011,1,23,1130,중구,0.0,
2011-01-23,2011,1,23,1130,서부사업소,0.0,
2011-01-23,2011,1,23,1130,은평구,0.0,
2011-01-23,2011,1,23,1630,서대문구,0.0,
2011-01-23,2011,1,23,2000,동부사업소,0.0,
2011-01-23,2011,1,23,2000,도봉구,0.0,
2011-01-23,2011,1,23,2000,용산구,0.0,
2011-01-23,2011,1,23,2000,금천구,0.0,
2011-01-23,2011,1,23,2230,강서사업소,0.0,
2011-01-24,2011,1,24,700,종로구,0.0,
2011-01-24,2011,1,24,700,북부사업소,0.0,
2011-01-24,2011,1,24,700,강서사업소,0.0,
2011-01-24,2011,1,24,700,강서구,0.0,
2011-01-24,2011,1,24,700,송파구,0.0,
2011-01-24,2011,1,24,700,성동구,0.0,
2011-01-24,2011,1,24,700,서초구,0.0,
2011-01-24,2011,1,24,700,중랑구,0.0,
2011-01-24,2011,1,24,700,중구,0.0,
2011-01-29,2011,1,29,310,광진구,0.0,
2011-01-29,2011,1,29,310,도봉구,0.0,
2011-01-29,2011,1,29,310,금천구,0.0,
2011-01-29,2011,1,29,310,강서사업소,0.0,
2011-01-29,2011,1,29,310,관악구,0.0,
2011-01-29,2011,1,29,310,서초구,0.0,
2011-01-29,2011,1,29,310,마포구,0.0,
2011-01-29,2011,1,29,310,동대문구,0.0,
2011-01-29,2011,1,29,310,강동구,0.0,
2011-02-03,2011,2,3,310,강서사업소,0.0,
2011-02-03,2011,2,3,310,강서구,0.0,
2011-02-03,2011,2,3,310,금천구,0.0,
2011-02-03,2011,2,3,310,종로구,0.0,
2011-02-03,2011,2,3,310,동부사업소,0.0,
2011-02-03,2011,2,3,310,동작구,0.0,
2011-02-03,2011,2,3,310,마포구,0.0,
2011-02-03,2011,2,3,310,성동구,0.0,
2011-02-03,2011,2,3,310,서대문구,0.0,
2011-02-16,2011,2,16,2200,중구,0.0,
2011-02-16,2011,2,16,2200,강북구,0.0,
2011-02-16,2011,2,16,2200,강서사업소,0.0,
2011-02-16,2011,2,16,2200,광진구,0.0,
2011-02-16,2011,2,16,2200,성동사업소,0.0,
2011-02-17,2011,2,17,630,성동사업소,0.0,
2011-02-26,2011,2,26,2200,강동구,0.0,
2011-02-26,2011,2,26,2200,중랑구,0.0,
2011-02-27,2011,2,27,2200,중구,0.0,
2011-02-27,2011,2,27,2200,서초구,0.0,
2011-02-27,2011,2,27,2200,남부사업소,0.0,
2011-02-27,2011,2,27,2200,서부사업소,0.0,
2011-02-27,2011,2,27,2200,관악구,0.0,
2011-02-27,2011,2,27,2200,서울시설공단,0.0,
2011-02-28,2011,2,28,2200,노원구,0.0,
2011-02-28,2011,2,28,2200,강남구,0.0,
2011-02-28,2011,2,28,2200,중구,0.0,
2011-02-28,2011,2,28,2200,종로구,0.0,
2011-02-28,2011,2,28,2200,마포구,0.0,
2011-02-28,2011,2,28,2200,성동사업소,0.0,
2011-02-28,2011,2,28,2200,북부사업소,0.0,
2011-02-28,2011,2,28,2200,남부사업소,0.0,
2011-02-28,2011,2,28,2200,도봉구,0.0,
2011-02-28,2011,2,28,2200,영등포구,0.0,
2011-02-28,2011,2,28,2200,서부사업소,0.0,
2011-02-28,2011,2,28,2200,광진구,0.0,
2011-02-28,2011,2,28,2200,강북구,0.0,
2011-03-24,2011,3,24,1200,용산구,0.0,
2011-03-24,2011,3,24,1200,서부사업소,0.0,
2011-03-24,2011,3,24,1200,종로구,0.0,
2011-03-24,2011,3,24,1200,성북구,0.0,
2011-03-24,2011,3,24,1200,성동구,0.0,
2011-03-24,2011,3,24,1200,서대문구,0.0,
2011-03-24,2011,3,24,1200,금천구,0.0,
2011-03-24,2011,3,24,1200,영등포구,0.0,
2011-11-01,2011,11,1,1510,강남구,0.0,
2011-11-01,2011,11,1,1510,양천구,100.0,
2011-11-01,2011,11,1,1510,도봉구,0.0,
2011-11-01,2011,11,1,1540,금천구,150.0,
2011-11-01,2011,11,1,1540,서초구,70.0,
2011-11-10,2011,11,10,1510,서대문구,0.0,
2011-11-10,2011,11,10,1510,광진구,0.0,
2011-11-10,2011,11,10,1510,강북구,0.0,
2011-11-10,2011,11,10,1510,양천구,100.0,
2011-11-10,2011,11,10,1510,서부사업소,0.0,
2011-11-10,2011,11,10,1510,동작구,0.0,
2011-11-10,2011,11,10,1510,강남구,0.0,
2011-11-10,2011,11,10,1510,송파구,0.0,
2011-11-10,2011,11,10,1540,서대문구,0.0,
2011-11-10,2011,11,10,1540,광진구,0.0,
2011-11-10,2011,11,10,1540,강동구,0.0,
2011-11-10,2011,11,10,1540,동작구,0.0,
2011-11-10,2011,11,10,1540,동대문구,0.0,
2011-11-10,2011,11,10,1600,도봉구,100.0,
2011-11-10,2011,11,10,1600,송파구,10000.0,
2011-11-10,2011,11,10,1600,중구,297.0,
2011-11-10,2011,11,10,1600,동작구,300.0,
2011-11-10,2011,11,10,1600,노원구,250.0,
2011-11-10,2011,11,10,1600,광진구,0.0,
2011-11-10,2011,11,10,1600,서대문구,1450.0,
2011-11-10,2011,11,10,1600,서초구,100.0,
2011-11-10,2011,11,10,1600,은평구,300.0,
2011-12-05,2011,12,5,2210,동부사업소,0.0,
2011-12-05,2011,12,5,2210,강남구,0.0,
2011-12-05,2011,12,5,2210,서울시설공단,0.0,
2011-12-09,2011,12,9,430,강서사업소,0.0,
2011-12-09,2011,12,9,430,중구,0.0,
2011-12-09,2011,12,9,430,도봉구,0.0,
2011-12-09,2011,12,9,430,광진구,0.0,
2011-12-09,2011,12,9,430,서초구,0.0,
2011-12-09,2011,12,9,430,강북구,0.0,
2011-12-09,2011,12,9,430,노원구,0.0,
2011-12-09,2011,12,9,430,금천구,0.0,
2011-12-09,2011,12,9,430,동부사업소,0.0,
2011-12-09,2011,12,9,430,동대문구,0.0,
2011-12-09,2011,12,9,430,북부사업소,0.0,
2011-12-09,2011,12,9,430,강동구,0.0,
2011-12-09,2011,12,9,430,종로구,0.0,
2011-12-09,2011,12,9,430,서울시설공단,0.0,
2011-12-09,2011,12,9,430,서대문구,0.0,
2011-12-09,2011,12,9,430,남부사업소,0.0,
2011-12-09,2011,12,9,430,용산구,0.0,
2011-12-09,2011,12,9,430,은평구,0.0,
2011-12-09,2011,12,9,430,강서구,0.0,
2011-12-09,2011,12,9,430,서부사업소,0.0,
2011-12-09,2011,12,9,430,구로구,0.0,
2011-12-09,2011,12,9,430,마포구,0.0,
2011-12-09,2011,12,9,900,동작구,0.0,
2011-12-09,2011,12,9,900,성동사업소,0.0,
2011-12-09,2011,12,9,900,마포구,0.0,
2011-12-10,2011,12,10,910,중구,0.0,
2011-12-10,2011,12,10,910,금천구,0.0,
2011-12-10,2011,12,10,910,도봉구,0.0,
2011-12-10,2011,12,10,910,동대문구,0.0,
2011-12-10,2011,12,10,910,마포구,0.0,
2011-12-10,2011,12,10,910,중랑구,0.0,
2011-12-10,2011,12,10,910,구로구,0.0,
2011-12-10,2011,12,10,910,강동구,0.0,
2011-12-10,2011,12,10,910,강북구,0.0,
2011-12-10,2011,12,10,910,성동사업소,0.0,
2011-12-10,2011,12,10,910,강서사업소,0.0,
2011-12-10,2011,12,10,910,강서구,0.0,
2011-12-10,2011,12,10,910,영등포구,0.0,
2011-12-10,2011,12,10,910,광진구,0.0,
2011-12-10,2011,12,10,910,동부사업소,0.0,
2011-12-10,2011,12,10,910,남부사업소,0.0,
2011-12-10,2011,12,10,910,양천구,0.0,
2011-12-10,2011,12,10,910,종로구,0.0,
2011-12-10,2011,12,10,910,서초구,0.0,
2011-12-10,2011,12,10,930,성동구,0.0,
2011-12-10,2011,12,10,930,성동사업소,0.0,
2011-12-10,2011,12,10,930,구로구,0.0,
2011-12-10,2011,12,10,930,용산구,0.0,
2011-12-10,2011,12,10,930,남부사업소,0.0,
2011-12-10,2011,12,10,930,강서사업소,0.0,
2011-12-10,2011,12,10,930,금천구,0.0,
2011-12-10,2011,12,10,930,마포구,0.0,
2011-12-10,2011,12,10,930,관악구,0.0,
2011-12-10,2011,12,10,930,강동구,0.0,
2011-12-10,2011,12,10,930,성북구,0.0,
2011-12-10,2011,12,10,930,강남구,0.0,
2011-12-10,2011,12,10,930,강서구,0.0,
2011-12-10,2011,12,10,930,은평구,0.0,
2011-12-10,2011,12,10,930,북부사업소,0.0,
2011-12-10,2011,12,10,930,종로구,0.0,
2011-12-10,2011,12,10,930,중구,0.0,
2011-12-10,2011,12,10,930,동작구,0.0,
2011-12-18,2011,12,18,400,중랑구,0.0,
2011-12-18,2011,12,18,400,동작구,0.0,
2011-12-18,2011,12,18,400,용산구,0.0,
2011-12-18,2011,12,18,400,동대문구,0.0,
2011-12-18,2011,12,18,400,강북구,0.0,
2011-12-18,2011,12,18,400,서대문구,0.0,
2011-12-18,2011,12,18,400,금천구,0.0,
2011-12-18,2011,12,18,400,강서구,0.0,
2011-12-18,2011,12,18,400,송파구,0.0,
2011-12-18,2011,12,18,400,강동구,0.0,
2011-12-18,2011,12,18,400,서부사업소,0.0,
2011-12-18,2011,12,18,400,강남구,0.0,
2011-12-18,2011,12,18,400,강서사업소,0.0,
2011-12-18,2011,12,18,400,은평구,0.0,
2011-12-18,2011,12,18,400,광진구,0.0,
2011-12-18,2011,12,18,400,성동구,0.0,
2011-12-18,2011,12,18,400,마포구,0.0,
2011-12-18,2011,12,18,400,서초구,0.0,
2011-12-18,2011,12,18,400,성동사업소,0.0,
2011-12-18,2011,12,18,400,서울시설공단,0.0,
2011-12-18,2011,12,18,400,구로구,0.0,
2011-12-18,2011,12,18,400,관악구,0.0,
2011-12-18,2011,12,18,400,중구,0.0,
2011-12-18,2011,12,18,400,노원구,0.0,
2011-12-20,2011,12,20,2000,양천구,0.0,
2011-12-20,2011,12,20,2000,관악구,0.0,
2011-12-20,2011,12,20,2000,서부사업소,0.0,
2011-12-20,2011,12,20,2000,강서구,0.0,
2011-12-20,2011,12,20,2000,금천구,0.0,
2011-12-20,2011,12,20,2000,강서사업소,0.0,
2011-12-20,2011,12,20,2000,중구,0.0,
2011-12-20,2011,12,20,2000,성동구,0.0,
2011-12-20,2011,12,20,2000,성동사업소,0.0,
2011-12-20,2011,12,20,2000,종로구,0.0,
2011-12-20,2011,12,20,2000,마포구,0.0,
2011-12-20,2011,12,20,2000,노원구,0.0,
2011-12-20,2011,12,20,2000,서초구,0.0,
2011-12-20,2011,12,20,2000,광진구,0.0,
2011-12-20,2011,12,20,2000,서대문구,0.0,
2011-12-20,2011,12,20,2000,동부사업소,0.0,
2011-12-20,2011,12,20,2000,도봉구,0.0,
2011-12-20,2011,12,20,2000,남부사업소,0.0,
2011-12-20,2011,12,20,2000,동대문구,0.0,
2011-12-20,2011,12,20,2000,동작구,0.0,
2011-12-20,2011,12,20,2000,용산구,0.0,
2011-12-20,2011,12,20,2000,은평구,0.0,
2011-12-20,2011,12,20,2000,성북구,0.0,
2011-12-20,2011,12,20,2000,구로구,0.0,
2011-12-20,2011,12,20,2000,강북구,0.0,
2011-12-20,2011,12,20,2000,송파구,0.0,
2011-12-20,2011,12,20,2000,북부사업소,0.0,
2011-12-20,2011,12,20,2000,중랑구,0.0,
2011-12-20,2011,12,20,2000,강남구,0.0,
2011-12-20,2011,12,20,2000,영등포구,0.0,
2011-12-21,2011,12,21,1010,성동사업소,0.0,
2011-12-21,2011,12,21,1010,강서사업소,0.0,
2011-12-21,2011,12,21,1010,서초구,0.0,
2011-12-21,2011,12,21,1420,종로구,0.0,
2011-12-21,2011,12,21,1420,양천구,0.0,
2011-12-21,2011,12,21,1420,강서사업소,0.0,
2011-12-21,2011,12,21,2300,성동사업소,0.0,
2011-12-23,2011,12,23,1700,중구,0.0,
2011-12-23,2011,12,23,1700,서부사업소,0.0,
2011-12-23,2011,12,23,1700,관악구,0.0,
2011-12-23,2011,12,23,1700,금천구,0.0,
2011-12-23,2011,12,23,1700,도봉구,0.0,
2011-12-23,2011,12,23,1700,강서구,0.0,
2011-12-23,2011,12,23,1700,서대문구,0.0,
2011-12-23,2011,12,23,1700,양천구,0.0,
2011-12-23,2011,12,23,1700,서울시설공단,0.0,
2011-12-23,2011,12,23,1700,구로구,0.0,
2011-12-23,2011,12,23,1700,성동사업소,0.0,
2011-12-23,2011,12,23,1700,마포구,0.0,
2011-12-23,2011,12,23,1700,강북구,0.0,
2011-12-23,2011,12,23,1700,중랑구,0.0,
2011-12-23,2011,12,23,1700,용산구,0.0,
2011-12-23,2011,12,23,1700,영등포구,0.0,
2011-12-23,2011,12,23,1700,북부사업소,0.0,
2011-12-23,2011,12,23,1700,광진구,0.0,
2011-12-23,2011,12,23,1700,종로구,0.0,
2011-12-23,2011,12,23,1700,강서사업소,0.0,
2011-12-23,2011,12,23,2000,광진구,0.0,
2011-12-23,2011,12,23,2000,구로구,0.0,
2011-12-23,2011,12,23,2000,금천구,200.0,
2011-12-23,2011,12,23,2000,서울시설공단,0.0,
2011-12-23,2011,12,23,2000,북부사업소,0.0,
2011-12-23,2011,12,23,2000,동작구,0.0,
2011-12-23,2011,12,23,2000,종로구,0.0,
2011-12-23,2011,12,23,2000,서초구,0.0,
2011-12-23,2011,12,23,2000,중랑구,0.0,
2011-12-23,2011,12,23,2000,도봉구,0.0,
2011-12-23,2011,12,23,2000,강남구,0.0,
2011-12-23,2011,12,23,2000,서부사업소,0.0,
2011-12-23,2011,12,23,2000,강서사업소,0.0,
2011-12-23,2011,12,23,2000,강북구,0.0,
2011-12-23,2011,12,23,2000,중구,0.0,
2011-12-23,2011,12,23,2000,성동사업소,0.0,
2011-12-23,2011,12,23,2000,동대문구,0.0,
2011-12-23,2011,12,23,2000,송파구,0.0,
2011-12-23,2011,12,23,2000,성동구,0.0,
2011-12-23,2011,12,23,2000,강서구,0.0,
2011-12-23,2011,12,23,2000,강동구,0.0,
2011-12-23,2011,12,23,2000,성북구,0.0,
2011-12-23,2011,12,23,2000,양천구,0.0,
2011-12-23,2011,12,23,2000,용산구,0.0,
2011-12-23,2011,12,23,2000,동부사업소,0.0,
2011-12-23,2011,12,23,2000,관악구,0.0,
2011-12-23,2011,12,23,2000,노원구,0.0,
2011-12-23,2011,12,23,2000,서대문구,0.0,
2011-12-23,2011,12,23,1630,은평구,0.0,
2011-12-23,2011,12,23,2000,은평구,0.0,
2011-12-23,2011,12,23,2000,남부사업소,0.0,
2011-12-24,2011,12,24,500,성북구,0.0,
2011-12-24,2011,12,24,500,동부사업소,0.0,
2011-12-24,2011,12,24,500,노원구,0.0,
2011-12-24,2011,12,24,630,동작구,0.0,
2011-12-24,2011,12,24,630,서초구,0.0,
2011-12-24,2011,12,24,630,마포구,0.0,
2011-12-24,2011,12,24,630,중구,0.0,
2011-12-24,2011,12,24,630,성동사업소,0.0,
2011-12-24,2011,12,24,630,성북구,0.0,
2011-12-24,2011,12,24,630,서부사업소,0.0,
2011-12-24,2011,12,24,630,관악구,0.0,
2011-12-24,2011,12,24,630,북부사업소,0.0,
2011-12-24,2011,12,24,630,종로구,0.0,
2011-12-24,2011,12,24,630,용산구,0.0,
2011-12-24,2011,12,24,630,구로구,0.0,
2011-12-28,2011,12,28,200,중구,0.0,
2011-12-28,2011,12,28,200,은평구,0.0,
2011-12-28,2011,12,28,200,금천구,0.0,
2011-12-28,2011,12,28,200,동부사업소,0.0,
2011-12-28,2011,12,28,200,중랑구,0.0,
2011-12-28,2011,12,28,200,종로구,0.0,
2011-12-28,2011,12,28,200,성동구,0.0,
2011-12-28,2011,12,28,200,광진구,0.0,
2011-12-28,2011,12,28,200,북부사업소,0.0,
2011-12-28,2011,12,28,200,동작구,0.0,
2011-12-28,2011,12,28,200,서대문구,0.0,
2011-12-28,2011,12,28,200,남부사업소,0.0,
2011-12-28,2011,12,28,200,동대문구,0.0,
2011-12-28,2011,12,28,200,강서사업소,0.0,
2011-12-28,2011,12,28,200,강동구,0.0,
2011-12-28,2011,12,28,200,성동사업소,0.0,
2011-12-28,2011,12,28,200,강서구,0.0,
2011-12-28,2011,12,28,200,서울시설공단,0.0,
2011-12-28,2011,12,28,200,용산구,0.0,
2011-12-28,2011,12,28,200,구로구,0.0,
2011-12-28,2011,12,28,200,강남구,0.0,
2011-12-28,2011,12,28,1600,강서사업소,0.0,
2011-12-28,2011,12,28,1600,중구,0.0,
2011-12-28,2011,12,28,1600,광진구,0.0,
2011-12-28,2011,12,28,1600,성동구,0.0,
2011-12-28,2011,12,28,1600,서부사업소,0.0,
2011-01-13,2011,1,13,1510,성북구,0.0,
2011-01-13,2011,1,13,1510,양천구,0.0,
2011-01-13,2011,1,13,1510,마포구,0.0,
2011-01-13,2011,1,13,1510,서부사업소,0.0,
2011-01-13,2011,1,13,1510,관악구,0.0,
2011-01-13,2011,1,13,1510,북부사업소,0.0,
2011-01-13,2011,1,13,1510,강동구,0.0,
2011-01-13,2011,1,13,2100,강서사업소,0.0,
2011-01-13,2011,1,13,2100,금천구,0.0,
2011-01-13,2011,1,13,2100,도봉구,0.0,
2011-01-13,2011,1,13,2100,은평구,0.0,
2011-01-13,2011,1,13,2100,강서구,0.0,
2011-01-13,2011,1,13,2100,마포구,0.0,
2011-01-13,2011,1,13,2100,서울시설공단,0.0,
2011-01-14,2011,1,14,700,동작구,0.0,
2011-01-14,2011,1,14,700,북부사업소,0.0,
2011-01-14,2011,1,14,700,광진구,0.0,
2011-01-14,2011,1,14,700,강서구,0.0,
2011-01-22,2011,1,22,540,도봉구,0.0,
2011-01-22,2011,1,22,600,강남구,0.0,
2011-01-22,2011,1,22,600,관악구,0.0,
2011-01-22,2011,1,22,600,성동구,0.0,
2011-01-22,2011,1,22,600,강서구,0.0,
2011-01-22,2011,1,22,600,종로구,0.0,
2011-01-22,2011,1,22,600,서울시설공단,0.0,
2011-01-22,2011,1,22,900,서울시설공단,0.0,
2011-01-22,2011,1,22,900,송파구,0.0,
2011-01-22,2011,1,22,900,마포구,0.0,
2011-01-22,2011,1,22,900,강동구,0.0,
2011-01-23,2011,1,23,10,종로구,0.0,
2011-01-23,2011,1,23,10,강북구,0.0,
2011-01-23,2011,1,23,10,송파구,0.0,
2011-01-23,2011,1,23,10,강서구,0.0,
2011-01-23,2011,1,23,10,서대문구,0.0,
2011-01-23,2011,1,23,900,서울시설공단,0.0,
2011-01-23,2011,1,23,900,용산구,0.0,
2011-01-23,2011,1,23,900,성북구,0.0,
2011-01-23,2011,1,23,900,강서구,0.0,
2011-01-23,2011,1,23,900,구로구,0.0,
2011-01-23,2011,1,23,900,중랑구,0.0,
2011-01-23,2011,1,23,900,양천구,0.0,
2011-01-23,2011,1,23,1130,강서구,0.0,
2011-01-23,2011,1,23,1130,관악구,0.0,
2011-01-23,2011,1,23,1130,남부사업소,0.0,
2011-01-23,2011,1,23,1130,종로구,0.0,
2011-01-23,2011,1,23,1130,성북구,0.0,
2011-01-23,2011,1,23,1130,노원구,0.0,
2011-01-23,2011,1,23,1130,서대문구,0.0,
2011-01-23,2011,1,23,1130,강남구,0.0,
2011-01-23,2011,1,23,1130,중랑구,0.0,
2011-01-23,2011,1,23,1130,마포구,0.0,
2011-01-23,2011,1,23,1130,양천구,0.0,
2011-01-23,2011,1,23,1630,용산구,0.0,
2011-01-23,2011,1,23,1630,서부사업소,0.0,
2011-01-23,2011,1,23,1630,중구,0.0,
2011-01-23,2011,1,23,1630,북부사업소,120.0,
2011-01-23,2011,1,23,1630,서초구,0.0,
2011-01-23,2011,1,23,1630,노원구,0.0,
2011-01-23,2011,1,23,1630,광진구,0.0,
2011-01-23,2011,1,23,1630,은평구,0.0,
2011-01-23,2011,1,23,1630,관악구,0.0,
2011-01-23,2011,1,23,1630,동작구,0.0,
2011-01-23,2011,1,23,2000,송파구,0.0,
2011-01-23,2011,1,23,2000,중랑구,0.0,
2011-01-23,2011,1,23,2000,강북구,0.0,
2011-01-23,2011,1,23,2000,동대문구,0.0,
2011-01-23,2011,1,23,2000,서울시설공단,0.0,
2011-01-23,2011,1,23,2000,북부사업소,0.0,
2011-01-23,2011,1,23,2000,성동사업소,0.0,
2011-01-23,2011,1,23,2000,강서사업소,0.0,
2011-01-23,2011,1,23,2000,강서구,0.0,
2011-01-23,2011,1,23,2230,강남구,0.0,
2011-01-24,2011,1,24,700,광진구,0.0,
2011-01-24,2011,1,24,700,성동사업소,0.0,
2011-01-24,2011,1,24,700,도봉구,0.0,
2011-01-24,2011,1,24,700,서부사업소,0.0,
2011-01-24,2011,1,24,700,관악구,60.0,
2011-01-24,2011,1,24,700,동대문구,0.0,
2011-01-24,2011,1,24,700,성북구,0.0,
2011-01-24,2011,1,24,700,남부사업소,0.0,
2011-01-24,2011,1,24,700,양천구,0.0,
2011-01-29,2011,1,29,310,노원구,0.0,
2011-01-29,2011,1,29,310,서부사업소,0.0,
2011-01-29,2011,1,29,310,강북구,0.0,
2011-01-29,2011,1,29,310,송파구,0.0,
2011-01-29,2011,1,29,310,종로구,0.0,
2011-01-29,2011,1,29,310,동작구,0.0,
2011-01-29,2011,1,29,310,강남구,0.0,
2011-01-29,2011,1,29,310,성북구,0.0,
2011-02-03,2011,2,3,310,강동구,0.0,
2011-02-03,2011,2,3,310,성북구,0.0,
2011-02-03,2011,2,3,310,강북구,0.0,
2011-02-03,2011,2,3,310,노원구,0.0,
2011-02-03,2011,2,3,310,영등포구,0.0,
2011-02-03,2011,2,3,310,동대문구,0.0,
2011-02-03,2011,2,3,310,관악구,0.0,
2011-02-16,2011,2,16,2200,구로구,0.0,
2011-02-16,2011,2,16,2200,성동구,0.0,
2011-02-16,2011,2,16,2200,송파구,0.0,
2011-02-16,2011,2,16,2200,양천구,0.0,
2011-02-16,2011,2,16,2200,서부사업소,0.0,
2011-02-16,2011,2,16,2200,마포구,0.0,
2011-02-16,2011,2,16,2200,금천구,0.0,
2011-02-16,2011,2,16,2200,관악구,0.0,
2011-02-16,2011,2,16,2200,서대문구,0.0,
2011-02-17,2011,2,17,630,금천구,0.0,
2011-02-26,2011,2,26,2200,양천구,0.0,
2011-02-26,2011,2,26,2200,강서사업소,0.0,
2011-02-26,2011,2,26,2200,강북구,0.0,
2011-02-26,2011,2,26,2200,동대문구,0.0,
2011-02-26,2011,2,26,2200,서울시설공단,0.0,
2011-02-27,2011,2,27,2200,동대문구,0.0,
2011-02-27,2011,2,27,2200,중랑구,0.0,
2011-02-27,2011,2,27,2200,강서구,0.0,
2011-02-27,2011,2,27,2200,성동구,0.0,
2011-02-27,2011,2,27,2200,성북구,0.0,
2011-02-27,2011,2,27,2200,구로구,0.0,
2011-02-27,2011,2,27,2200,금천구,0.0,
2011-02-27,2011,2,27,2200,도봉구,0.0,
2011-02-27,2011,2,27,2200,양천구,0.0,
2011-02-27,2011,2,27,2200,은평구,0.0,
2011-02-27,2011,2,27,2200,북부사업소,0.0,
2011-02-27,2011,2,27,2200,영등포구,0.0,
2011-02-27,2011,2,27,2200,서대문구,0.0,
2011-02-28,2011,2,28,2200,은평구,0.0,
2011-02-28,2011,2,28,2200,서초구,0.0,
2011-02-28,2011,2,28,2200,금천구,0.0,
2011-03-24,2011,3,24,1200,중랑구,0.0,
2011-03-24,2011,3,24,1200,북부사업소,0.0,
2011-03-24,2011,3,24,1200,동작구,0.0,
2011-03-24,2011,3,24,1200,강동구,0.0,
2011-03-24,2011,3,24,1200,양천구,0.0,
2011-03-24,2011,3,24,1200,강남구,0.0,
2011-03-24,2011,3,24,1200,관악구,0.0,
2011-11-01,2011,11,1,1510,용산구,0.0,
2011-11-01,2011,11,1,1510,강서구,0.0,
